locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
934483,Liang Bai Ping,Truck,9743000,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,44,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:12PM-1PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(0, 0)"
934514,Mike's Catering,Truck,12068000,STANFORD ST: BRANNAN ST to TOWNSEND ST (1 - 100),Assessors Block 3788/Lot002,3788002,3788,2,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015005.151,2112394.09,37.78107468,-122.3917057,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7810746780754, -122.391705661167)"
934454,Liang Bai Ping,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.78813948,-122.3925795,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:6AM-7AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7881394788716, -122.392579515374)"
934455,Liang Bai Ping,Truck,8630000,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,3746002,3746,2,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015208.504,2114965.067,37.78814528,-122.3911819,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:7AM-8AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7881452832928, -122.391181920263)"
934509,Mike's Catering,Truck,3145000,BROADWAY: BATTERY ST to SANSOME ST (200 - 299),250 BROADWAY,142002,142,2,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012219.674,2118889.65,37.79875494,-122.4017988,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:9AM-10AM/1PM-2PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7987549364009, -122.401798793854)"
934506,Mike's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2200 CESAR CHAVEZ ST,4327A007,4327A,7,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012474.048,2101145.897,37.75004883,-122.3996721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7500488259704, -122.399672059709)"
934466,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015824.111,2092689.211,37.72701466,-122.3874974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7270146636245, -122.387497359022)"
934484,Liang Bai Ping,Truck,5452000,FELL ST: BRODERICK ST to BAKER ST (1300 - 1399),1377 FELL ST,1214017,1214,17,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6000983.009,2109845.279,37.77328794,-122.4400323,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:1PM-3PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7732879404704, -122.440032316635)"
934479,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017542.344,2092456.505,37.72647072,-122.3815412,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.726470716246, -122.381541219158)"
934480,Liang Bai Ping,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,1,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018280.048,2092193.457,37.72578914,-122.3789727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7257891398124, -122.378972719624)"
934471,Liang Bai Ping,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,4850038,4850,38,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015035.879,2091757.705,37.72441324,-122.3901572,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7244132432963, -122.390157239611)"
934510,Mike's Catering,Truck,7198000,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,4228080,4228,80,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015176.728,2102413.608,37.75367998,-122.3904145,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7536799789675, -122.390414532294)"
934467,Liang Bai Ping,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,4792029,4792,29,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016791.103,2092542.294,37.72666477,-122.3841442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7266647697066, -122.384144224606)"
934502,Mike's Catering,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015267.752,2101380.964,37.75084961,-122.3900276,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:7AM-9AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7508496068125, -122.390027615501)"
934485,Liang Bai Ping,Truck,6540000,GRIFFITH ST: QUESADA AVE to REVERE AVE (1300 - 1399),1300 GRIFFITH ST,4763047,4763,47,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017681.819,2092678.013,37.72708663,-122.3810744,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:6AM-7AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7270866339514, -122.381074448749)"
934481,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo/Mo/Mo/Mo/Mo:5AM-6AM/11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(0, 0)"
934472,Liang Bai Ping,Truck,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,4829002,4829,2,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015315.254,2092594.276,37.72672579,-122.3892499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:10AM-11AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7267257938118, -122.389249858027)"
934391,"Expresso Subito, LLC.",Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,236019,236,19,17MFF-0075,APPROVED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6013145.603,2117020.157,37.79367338,-122.3984635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0075&ExportPDF=1&Filename=17MFF-0075_schedule.pdf,Tu/Th:6AM-8PM,,03/10/17 0:00,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7936733815047, -122.398463509486)"
934473,Liang Bai Ping,Truck,13355000,WALLACE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 WALLACE AVE,4828024,4828,24,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015606.538,2092377.128,37.72614569,-122.3882277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:10AM-11AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7261456924729, -122.388227740903)"
934392,"Expresso Subito, LLC.",Truck,9091000,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,19,17MFF-0075,APPROVED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6012696.635,2115129.488,37.78845703,-122.3998842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0075&ExportPDF=1&Filename=17MFF-0075_schedule.pdf,,,03/10/17 0:00,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7884570288289, -122.399884160566)"
934513,Mike's Catering,Truck,3157000,BROADWAY: POWELL ST \ ROBERT C LEVY TUNL to MASON ST (800 - 898) -- NORTH --,860 BROADWAY,148009,148,9,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6009425.916,2118518.297,37.79757899,-122.4114399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-8AM;Mo/Mo/Tu/Tu/We:9AM-11AM;Su:9AM-2PM;Sa:9AM-3PM;Mo/Mo/Tu/Tu/We:11AM-1PM;Mo-Fr:,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7975789880604, -122.411439886089)"
934460,Liang Bai Ping,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,4811013,4811,13,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015684.099,2092668.764,37.72695076,-122.38798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:8AM-9AM/12PM-1PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7269507643782, -122.387979956262)"
934463,Liang Bai Ping,Truck,12569000,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,4793029,4793,29,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017060.368,2092340.381,37.72612524,-122.3831993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:8AM-9AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.726125239645, -122.383199327239)"
934504,Mike's Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:9AM-10AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7550307267667, -122.384530734223)"
934508,Mike's Catering,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940001,3940,1,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:11AM-1PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(0, 0)"
934470,Liang Bai Ping,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1440 BANCROFT AVE,4850019,4850,19,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015156.082,2091667.743,37.72417289,-122.3897354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7241728927613, -122.389735429011)"
934461,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015603.925,2092728.532,37.72711043,-122.3882613,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:8AM-9AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7271104333828, -122.388261288144)"
934469,Liang Bai Ping,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,4882025,4882,25,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014749.836,2091269.372,37.72305651,-122.3911119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7230565093389, -122.391111940642)"
934503,Mike's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012210.337,2100696.938,37.74880138,-122.4005525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:7AM-8AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7488013777145, -122.400552458785)"
934465,Liang Bai Ping,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,1,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.72439753,-122.3915051,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:8AM-9AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7243975297434, -122.391505116383)"
934476,Liang Bai Ping,Truck,6792000,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,6,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017053.425,2092471.602,37.72648516,-122.3832325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7264851632165, -122.383232458707)"
934453,Liang Bai Ping,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,3720001,3720,1,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6013655.829,2115559.572,37.78969137,-122.3965956,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo/Mo/Mo/Mo/Mo:5AM-6AM/11AM-12PM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.789691367587, -122.396595637084)"
934458,Liang Bai Ping,Truck,13779000,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,4846013,4846,13,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015941.755,2091544.796,37.72387884,-122.3870109,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7238788408325, -122.387010878785)"
934474,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,17MFF-0090,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391,-122.378972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0090&ExportPDF=1&Filename=17MFF-0090_schedule.pdf,Mo-Fr:9AM-10AM/10AM-11AM,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7267339112416, -122.378972005236)"
934512,Mike's Catering,Truck,12532003,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8722/Lot005,8722005,8722,5,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6016501.447,2108199.438,37.76964003,-122.3862367,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1,,03/10/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7696400322177, -122.386236654199)"
947802,Park's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6012210.337,2100696.938,37.74880138,-122.4005525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:6AM-8AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7488013777145, -122.400552458785)"
934532,Quan Catering,Truck,15086000,,3305 03RD ST,4502A002,4502A,2,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6018751.714,2098754.754,37.74383117,-122.3777974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:7AM-8AM/10AM-12PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7438311721327, -122.377797368962)"
947808,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.7467113,-122.3921503,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:8AM-9AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7467113030403, -122.392150319453)"
934524,Quan Catering,Truck,2476000,CESAR CHAVEZ ST: CONNECTICUT ST to EVANS AVE (1900 - 2099),2190 CESAR CHAVEZ ST,4324002,4324,2,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013011.36,2101203.484,37.75023688,-122.397818,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:8AM-9AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7502368847791, -122.397818031719)"
934529,Quan Catering,Truck,2826101,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,5100002,5100,2,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6010877.081,2086365.377,37.70937546,-122.4041544,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7093754640014, -122.404154378509)"
947822,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM/12PM-1PM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7441784473757, -122.386715929759)"
